"","chain","co_owned","empft","firstinc","hrsopen","inctime","meals","state","emptot","treated","time","observation","pct_fte","wage_st"
"246","roys","yes",12,0.25,18,4,"reduced price meals","New Jersey",30,1,0,"February 1992",40,4.25
"247","wendys","no",0,0.1,15.5,13,"reduced price meals","New Jersey",24,1,0,"February 1992",0,4.5
"248","wendys","no",8,0.37,16,13,"reduced price meals","New Jersey",22,1,0,"February 1992",36.3636363636364,4.75
"249","bk","no",6,0.25,15,4,"free meals","New Jersey",13,1,0,"February 1992",46.1538461538462,4.37
"250","kfc","yes",1,0.3,10,13,"free meals","New Jersey",5,1,0,"February 1992",20,4.5
"251","bk","no",20,0.2,16,39,"reduced price meals","New Jersey",28,1,0,"February 1992",71.4285714285714,4.25
"252","bk","no",4,0.15,16,8,"reduced price meals","New Jersey",18,1,0,"February 1992",22.2222222222222,4.25
"253","bk","yes",10,0.17,16,4,"reduced price meals","New Jersey",24,1,0,"February 1992",41.6666666666667,4.25
"254","bk","no",7,0.25,16.5,13,"reduced price meals","New Jersey",16.5,1,0,"February 1992",42.4242424242424,4.25
"255","bk","no",0,0.25,15,13,"both free and reduced price meals","New Jersey",7,1,0,"February 1992",0,4.25
"256","bk","no",0,0.15,16,26,"reduced price meals","New Jersey",11,1,0,"February 1992",0,4.25
"257","bk","no",6.5,0.22,16,26,"reduced price meals","New Jersey",19.5,1,0,"February 1992",33.3333333333333,4.25
"258","kfc","yes",2,0.12,10,13,"reduced price meals","New Jersey",10,1,0,"February 1992",20,4.45
"259","kfc","yes",2,0.2,10,13,"free meals","New Jersey",13,1,0,"February 1992",15.3846153846154,4.62
"260","kfc","yes",4,0.25,11,9,"reduced price meals","New Jersey",10,1,0,"February 1992",40,4.25
"261","kfc","yes",2,0.25,10,9,"both free and reduced price meals","New Jersey",12.5,1,0,"February 1992",16,4.25
"262","kfc","yes",3,0.25,10,3,"reduced price meals","New Jersey",8,1,0,"February 1992",37.5,4.25
"263","roys","yes",2,0.13,16,13,"reduced price meals","New Jersey",12,1,0,"February 1992",16.6666666666667,4.25
"264","roys","yes",5,0.25,16,13,"reduced price meals","New Jersey",20.5,1,0,"February 1992",24.390243902439,4.5
"265","roys","yes",3,0.25,16,4,"reduced price meals","New Jersey",18.5,1,0,"February 1992",16.2162162162162,4.75
"266","roys","yes",1,0.25,11.5,13,"reduced price meals","New Jersey",11.5,1,0,"February 1992",8.69565217391304,4.75
"267","roys","yes",3,0.17,16,13,"reduced price meals","New Jersey",15,1,0,"February 1992",20,4.5
"268","roys","yes",2,0.2,16,13,"reduced price meals","New Jersey",10,1,0,"February 1992",20,4.25
"269","wendys","no",8,0.1,12.5,26,"both free and reduced price meals","New Jersey",17,1,0,"February 1992",47.0588235294118,4.75
"270","wendys","no",4,0.12,11.5,16,"free meals","New Jersey",17,1,0,"February 1992",23.5294117647059,4.55
"271","wendys","no",10,0.12,16,26,"free meals","New Jersey",20.5,1,0,"February 1992",48.780487804878,4.8
"272","bk","no",8,0.12,16.5,26,"reduced price meals","New Jersey",15.5,1,0,"February 1992",51.6129032258064,4.75
"273","bk","yes",9,0.05,16,13,"reduced price meals","New Jersey",19.5,1,0,"February 1992",46.1538461538462,4.25
"274","roys","yes",10,0.27,17,26,"reduced price meals","New Jersey",30.5,1,0,"February 1992",32.7868852459016,4.35
"275","roys","no",10,0.37,17,26,"reduced price meals","New Jersey",23,1,0,"February 1992",43.4782608695652,4.5
"276","roys","yes",17.5,0.5,18,15,"reduced price meals","New Jersey",30.25,1,0,"February 1992",57.8512396694215,4.25
"277","wendys","no",0,0.25,11.5,13,"reduced price meals","New Jersey",18,1,0,"February 1992",0,4.25
"278","bk","no",4,0.22,11,10,"free meals","New Jersey",10,1,0,"February 1992",40,4.25
"279","bk","no",11,0.25,15,4,"free meals","New Jersey",19.5,1,0,"February 1992",56.4102564102564,4.5
"280","bk","no",8,0.25,15,4,"free meals","New Jersey",17,1,0,"February 1992",47.0588235294118,4.62
"281","bk","yes",15,0.25,16,8,"reduced price meals","New Jersey",25.5,1,0,"February 1992",58.8235294117647,4.62
"282","bk","no",0,0.17,12,13,"free meals","New Jersey",6,1,0,"February 1992",0,4.25
"283","kfc","no",5,0.25,12,13,"reduced price meals","New Jersey",11.5,1,0,"February 1992",43.4782608695652,4.75
"284","kfc","no",0,0.12,12.5,2.5,"reduced price meals","New Jersey",8.5,1,0,"February 1992",0,4.62
"285","roys","yes",8,0.15,16,13,"reduced price meals","New Jersey",18.5,1,0,"February 1992",43.2432432432432,4.75
"286","roys","yes",4,0.25,15,10,"reduced price meals","New Jersey",15.5,1,0,"February 1992",25.8064516129032,4.5
"287","bk","no",2,0.2,15,13,"reduced price meals","New Jersey",14.25,1,0,"February 1992",14.0350877192982,4.25
"288","bk","no",28,0.2,15,4,"reduced price meals","New Jersey",38,1,0,"February 1992",73.6842105263158,4.5
"289","bk","yes",18,0.37,16,26,"both free and reduced price meals","New Jersey",23,1,0,"February 1992",78.2608695652174,4.25
"290","bk","no",6,0.1,14.5,26,"reduced price meals","New Jersey",24,1,0,"February 1992",25,4.25
"291","kfc","yes",2,0.25,9.5,4,"free meals","New Jersey",7.5,1,0,"February 1992",26.6666666666667,4.62
"292","kfc","yes",10,0.25,10.5,26,"reduced price meals","New Jersey",15,1,0,"February 1992",66.6666666666667,4.75
"293","kfc","yes",2,0.2,10,19,"reduced price meals","New Jersey",9.25,1,0,"February 1992",21.6216216216216,4.25
"294","roys","yes",3,0.2,10.5,13,"reduced price meals","New Jersey",11.25,1,0,"February 1992",26.6666666666667,4.25
"295","roys","yes",8,0.37,16,13,"reduced price meals","New Jersey",16.5,1,0,"February 1992",48.4848484848485,4.75
"296","roys","yes",0,0.25,11.5,8,"reduced price meals","New Jersey",13.5,1,0,"February 1992",0,4.75
"297","roys","yes",7.5,0.22,16,13,"reduced price meals","New Jersey",21.75,1,0,"February 1992",34.4827586206897,4.37
"298","wendys","no",2,0.15,11.5,26,"free meals","New Jersey",13.5,1,0,"February 1992",14.8148148148148,4.87
"299","bk","yes",0,0.17,15,26,"reduced price meals","New Jersey",15,1,0,"February 1992",0,4.25
"300","bk","no",3,0.15,15,13,"reduced price meals","New Jersey",17.5,1,0,"February 1992",17.1428571428571,4.25
"301","bk","no",6,0.22,16,26,"reduced price meals","New Jersey",17.5,1,0,"February 1992",34.2857142857143,4.25
"302","kfc","no",0,0.18,12.5,18,"reduced price meals","New Jersey",15.5,1,0,"February 1992",0,4.25
"303","kfc","no",3.5,0.12,12,13,"reduced price meals","New Jersey",16.5,1,0,"February 1992",21.2121212121212,4.25
"304","roys","no",2,0.25,11.5,13,"reduced price meals","New Jersey",13.5,1,0,"February 1992",14.8148148148148,4.5
"305","wendys","no",0,0.15,12.5,13,"both free and reduced price meals","New Jersey",13,1,0,"February 1992",0,4.25
"306","bk","yes",0,0.12,15,18,"reduced price meals","New Jersey",11.5,1,0,"February 1992",0,4.35
"307","bk","no",20,0.25,16,18,"both free and reduced price meals","New Jersey",29.05,1,0,"February 1992",68.8468158347676,4.85
"308","bk","no",4,0.1,14,13,"reduced price meals","New Jersey",13,1,0,"February 1992",30.7692307692308,4.5
"309","bk","no",12,0.15,14,26,"reduced price meals","New Jersey",18,1,0,"February 1992",66.6666666666667,4.25
"310","bk","no",20,0.17,16,26,"both free and reduced price meals","New Jersey",30,1,0,"February 1992",66.6666666666667,4.62
"311","bk","no",10,0.2,16,52,"both free and reduced price meals","New Jersey",20.5,1,0,"February 1992",48.780487804878,4.5
"312","bk","no",6,0.25,16,26,"free meals","New Jersey",10,1,0,"February 1992",60,4.5
"313","bk","no",0,0.25,17,39,"free meals","New Jersey",12.5,1,0,"February 1992",0,4.25
"314","kfc","no",15,0.12,10,6,"reduced price meals","New Jersey",19.5,1,0,"February 1992",76.9230769230769,4.25
"315","kfc","yes",4,0.25,11,2,"reduced price meals","New Jersey",12,1,0,"February 1992",33.3333333333333,4.62
"316","roys","yes",24,0.37,17,9,"reduced price meals","New Jersey",36,1,0,"February 1992",66.6666666666667,4.87
"317","roys","yes",4,0.62,17,52,"reduced price meals","New Jersey",21,1,0,"February 1992",19.047619047619,4.25
"318","roys","yes",14,0.15,17,13,"reduced price meals","New Jersey",24.5,1,0,"February 1992",57.1428571428571,4.75
"319","roys","yes",13,0.3,17,18,"reduced price meals","New Jersey",20,1,0,"February 1992",65,4.87
"320","roys","yes",16,0.5,17,39,"both free and reduced price meals","New Jersey",26.5,1,0,"February 1992",60.377358490566,4.5
"321","roys","no",8,0.17,16,13,"reduced price meals","New Jersey",15,1,0,"February 1992",53.3333333333333,4.25
"322","roys","yes",11,0.25,16,26,"reduced price meals","New Jersey",19,1,0,"February 1992",57.8947368421053,4.75
"323","roys","yes",6,0.12,17,26,"reduced price meals","New Jersey",17.5,1,0,"February 1992",34.2857142857143,4.32
"324","bk","no",0,0.1,16,26,"both free and reduced price meals","New Jersey",20.5,1,0,"February 1992",0,4.25
"325","bk","no",0,0.1,16,26,"reduced price meals","New Jersey",21,1,0,"February 1992",0,4.5
"326","bk","no",0,0.5,17,9,"free meals","New Jersey",23,1,0,"February 1992",0,4.25
"327","bk","yes",4,0.2,16,13,"reduced price meals","New Jersey",21,1,0,"February 1992",19.047619047619,4.25
"328","bk","no",30,0.1,15,26,"reduced price meals","New Jersey",41.5,1,0,"February 1992",72.289156626506,4.25
"329","kfc","yes",20,0.37,13,4,"reduced price meals","New Jersey",33,1,0,"February 1992",60.6060606060606,4.62
"330","kfc","yes",2,0.5,12,13,"free meals","New Jersey",9,1,0,"February 1992",22.2222222222222,4.95
"331","kfc","yes",3.5,0.25,11,13,"free meals","New Jersey",9.75,1,0,"February 1992",35.8974358974359,4.75
"332","roys","yes",3,0.15,19,26,"reduced price meals","New Jersey",24.5,1,0,"February 1992",12.2448979591837,4.25
"333","wendys","no",7,0.1,12.5,13,"reduced price meals","New Jersey",14,1,0,"February 1992",50,4.75
"334","wendys","no",0,0.12,12.5,13,"reduced price meals","New Jersey",19.5,1,0,"February 1992",0,4.62
"335","bk","no",3.5,0.08,16.5,26,"reduced price meals","Pennsylvania",24,0,1,"November 1992",14.5833333333333,4.3
"336","kfc","no",0,0.05,13,13,"reduced price meals","Pennsylvania",11.5,0,1,"November 1992",0,4.45
"337","kfc","yes",3,0.25,11,19,"free meals","Pennsylvania",10.5,0,1,"November 1992",28.5714285714286,5
"338","wendys","yes",0,0.15,12,26,"reduced price meals","Pennsylvania",20,0,1,"November 1992",0,5.25
"339","wendys","yes",28,0.15,12,13,"reduced price meals","Pennsylvania",35.5,0,1,"November 1992",78.8732394366197,4.75
"340","bk","no",15,0.15,18,26,"reduced price meals","Pennsylvania",29,0,1,"November 1992",51.7241379310345,4.75
"341","bk","no",26,0.2,24,26,"reduced price meals","Pennsylvania",36.5,0,1,"November 1992",71.2328767123288,5
"342","kfc","yes",3,0.25,11,13,"reduced price meals","Pennsylvania",11,0,1,"November 1992",27.2727272727273,5
"343","kfc","yes",2,0.25,10.5,13,"free meals","Pennsylvania",8.5,0,1,"November 1992",23.5294117647059,5
"344","roys","yes",1,0.2,12,13,"reduced price meals","Pennsylvania",17.5,0,1,"November 1992",5.71428571428571,4.75
"345","bk","no",9,0.13,18,26,"reduced price meals","Pennsylvania",29,0,1,"November 1992",31.0344827586207,5
"346","bk","no",7,0.23,18,41,"reduced price meals","Pennsylvania",30.5,0,1,"November 1992",22.9508196721311,4.5
"347","bk","no",18,0.15,18,13,"reduced price meals","Pennsylvania",26,0,1,"November 1992",69.2307692307692,4.75
"348","kfc","yes",15,0.25,11,26,"reduced price meals","Pennsylvania",20,0,1,"November 1992",75,5
"349","kfc","yes",4,0.18,11,13,"free meals","Pennsylvania",13.5,0,1,"November 1992",29.6296296296296,4.75
"350","roys","yes",6,0.1,11,26,"reduced price meals","Pennsylvania",19,0,1,"November 1992",31.5789473684211,4.75
"351","roys","no",5,0.13,15,26,"reduced price meals","Pennsylvania",15.5,0,1,"November 1992",32.258064516129,4.75
"352","roys","no",2,0.13,11.5,26,"reduced price meals","Pennsylvania",14.5,0,1,"November 1992",13.7931034482759,4.25
"353","roys","yes",2,0.28,16,26,"reduced price meals","Pennsylvania",14,0,1,"November 1992",14.2857142857143,5
"354","roys","yes",0,0.25,16,13,"reduced price meals","Pennsylvania",19,0,1,"November 1992",0,4.9
"355","roys","no",8,0.25,16,26,"reduced price meals","Pennsylvania",21,0,1,"November 1992",38.0952380952381,5
"356","roys","yes",10,0.18,16,19,"reduced price meals","Pennsylvania",18,0,1,"November 1992",55.5555555555556,4.75
"357","wendys","yes",0,0.1,12,26,"reduced price meals","Pennsylvania",20.5,0,1,"November 1992",0,5
"358","roys","yes",5.5,0.2,15.5,26,"reduced price meals","Pennsylvania",13.5,0,1,"November 1992",40.7407407407407,4.25
"359","roys","yes",5,0.18,16,13,"reduced price meals","Pennsylvania",17.5,0,1,"November 1992",28.5714285714286,4.75
"360","bk","no",6,0.18,16.5,52,"reduced price meals","Pennsylvania",25.5,0,1,"November 1992",23.5294117647059,4.25
"361","bk","no",7,0.13,17.5,8,"reduced price meals","Pennsylvania",25.5,0,1,"November 1992",27.4509803921569,4.25
"362","bk","no",0,0.25,16.5,26,"reduced price meals","Pennsylvania",16,0,1,"November 1992",0,4.25
"363","bk","no",11,0.15,17.5,26,"both free and reduced price meals","Pennsylvania",19,0,1,"November 1992",57.8947368421053,4.25
"364","bk","no",7.5,0.25,14,13,"both free and reduced price meals","Pennsylvania",25,0,1,"November 1992",30,4.38
"365","kfc","no",4,0.1,13,13,"reduced price meals","Pennsylvania",17,0,1,"November 1992",23.5294117647059,4.75
"366","wendys","yes",7,0.13,12,26,"reduced price meals","Pennsylvania",20,0,1,"November 1992",35,4.5
"367","wendys","yes",0,0.08,12,26,"reduced price meals","Pennsylvania",18,0,1,"November 1992",0,4.5
"368","wendys","no",0,0.1,10.5,26,"free meals","Pennsylvania",12,0,1,"November 1992",0,4.25
"369","wendys","no",10,0.25,12,4,"free meals","Pennsylvania",25,0,1,"November 1992",40,4.25
"370","kfc","yes",1,0.3,11,4,"free meals","Pennsylvania",11,0,1,"November 1992",9.09090909090909,4.25
"371","bk","no",0,0.13,16,26,"reduced price meals","Pennsylvania",27,0,1,"November 1992",0,4.25
"372","bk","no",25,0.2,16,26,"reduced price meals","Pennsylvania",34,0,1,"November 1992",73.5294117647059,5.05
"373","bk","no",0,0.15,15.5,6,"reduced price meals","Pennsylvania",21,0,1,"November 1992",0,4.25
"374","kfc","no",2,0.05,9,52,"reduced price meals","Pennsylvania",9.5,0,1,"November 1992",21.0526315789474,4.25
"375","wendys","no",0,0.25,11.5,4,"reduced price meals","Pennsylvania",18,0,1,"November 1992",0,4.25
"376","wendys","no",5,0.18,11.5,17,"reduced price meals","Pennsylvania",19,0,1,"November 1992",26.3157894736842,4.35
"377","wendys","no",10,0.3,11.5,4,"reduced price meals","Pennsylvania",31.5,0,1,"November 1992",31.7460317460317,4.5
"378","bk","no",7,0.25,18,4,"reduced price meals","Pennsylvania",23,0,1,"November 1992",30.4347826086957,5
"379","bk","no",8,0.25,18,13,"reduced price meals","Pennsylvania",24.5,0,1,"November 1992",32.6530612244898,4.5
"380","bk","no",15,0.25,18,52,"reduced price meals","Pennsylvania",27.5,0,1,"November 1992",54.5454545454545,5
"381","bk","no",27.5,0.25,18,13,"reduced price meals","Pennsylvania",34.5,0,1,"November 1992",79.7101449275362,4.75
"382","kfc","yes",0,0.25,11,13,"free meals","Pennsylvania",14,0,1,"November 1992",0,5
"383","roys","yes",0,0.15,15,28,"reduced price meals","Pennsylvania",15,0,1,"November 1992",0,4.35
"384","bk","no",12,0.15,18,26,"reduced price meals","Pennsylvania",26.5,0,1,"November 1992",45.2830188679245,4.25
"385","bk","no",8,0.18,17,13,"reduced price meals","Pennsylvania",23.5,0,1,"November 1992",34.0425531914894,4.9
"386","bk","no",26,0.13,17,19,"reduced price meals","Pennsylvania",35.5,0,1,"November 1992",73.2394366197183,4.5
"387","bk","no",10,0.15,15,26,"free meals","Pennsylvania",21,0,1,"November 1992",47.6190476190476,4.5
"388","bk","no",5,0.2,18,52,"reduced price meals","Pennsylvania",23,0,1,"November 1992",21.7391304347826,4.75
"389","bk","no",6,0.5,17,26,"reduced price meals","Pennsylvania",20,0,1,"November 1992",30,6.25
"390","bk","no",8,0.25,18,13,"reduced price meals","Pennsylvania",27,0,1,"November 1992",29.6296296296296,4.35
"391","roys","yes",4,0.1,12.5,19,"reduced price meals","Pennsylvania",13.5,0,1,"November 1992",29.6296296296296,4.5
"392","bk","no",30,0.35,18,4,"free meals","Pennsylvania",43.5,0,1,"November 1992",68.9655172413793,4.75
"393","bk","no",35,0.15,18,13,"reduced price meals","Pennsylvania",41.25,0,1,"November 1992",84.8484848484848,4.5
"394","roys","no",23,0.2,16,10,"reduced price meals","Pennsylvania",34,0,1,"November 1992",67.6470588235294,4.25
"395","roys","yes",2,0.18,14,14,"reduced price meals","Pennsylvania",10,0,1,"November 1992",20,4.91
"396","bk","no",0,0.13,16,13,"reduced price meals","Pennsylvania",14,0,1,"November 1992",0,4.4
"397","bk","no",3,0.15,16,26,"both free and reduced price meals","Pennsylvania",17.5,0,1,"November 1992",17.1428571428571,4.25
"398","bk","no",2,0.28,16,26,"reduced price meals","New Jersey",27,1,1,"November 1992",7.40740740740741,5.05
"399","bk","no",5,0.15,14,26,"both free and reduced price meals","New Jersey",21.5,1,1,"November 1992",23.2558139534884,5.05
"400","roys","yes",2,0.2,11.5,26,"reduced price meals","New Jersey",21.5,1,1,"November 1992",9.30232558139535,5.05
"401","bk","no",26.5,0.15,17,26,"reduced price meals","New Jersey",34.5,1,1,"November 1992",76.8115942028985,5.05
"402","wendys","no",0,0.25,12,6,"reduced price meals","New Jersey",16.5,1,1,"November 1992",0,5.05
"403","bk","no",16,0.25,16,4,"free meals","New Jersey",23,1,1,"November 1992",69.5652173913043,5.05
"404","bk","no",23,0.28,18,8,"free meals","New Jersey",38,1,1,"November 1992",60.5263157894737,5.05
"405","wendys","no",28,0.2,15,8,"free meals","New Jersey",36,1,1,"November 1992",77.7777777777778,5.25
"406","bk","no",0,0.2,16,26,"reduced price meals","New Jersey",20.5,1,1,"November 1992",0,5.05
"407","roys","yes",6,0.23,18,26,"reduced price meals","New Jersey",19,1,1,"November 1992",31.5789473684211,5.05
"408","bk","no",4.5,0.08,16,8,"reduced price meals","New Jersey",16.5,1,1,"November 1992",27.2727272727273,5.05
"409","bk","yes",7,0.13,17,26,"free meals","New Jersey",16.5,1,1,"November 1992",42.4242424242424,5.05
"410","bk","yes",30,0.08,18.5,8,"reduced price meals","New Jersey",45,1,1,"November 1992",66.6666666666667,5.05
"411","roys","yes",5,0.15,8,13,"free meals","New Jersey",8,1,1,"November 1992",62.5,5.05
"412","kfc","no",4,0.25,11,13,"reduced price meals","New Jersey",15.5,1,1,"November 1992",25.8064516129032,5.05
"413","kfc","yes",0,0.25,10,26,"free meals","New Jersey",7.5,1,1,"November 1992",0,5.05
"414","kfc","no",4,0.25,10,19,"free meals","New Jersey",7.5,1,1,"November 1992",53.3333333333333,5.05
"415","kfc","no",6,0.25,12.5,26,"free meals","New Jersey",18.5,1,1,"November 1992",32.4324324324324,5.05
"416","wendys","no",10,0.15,12.5,26,"reduced price meals","New Jersey",33.5,1,1,"November 1992",29.8507462686567,5.05
"417","roys","no",4,0.15,19,52,"reduced price meals","New Jersey",37,1,1,"November 1992",10.8108108108108,5.05
"418","roys","yes",10,0.1,16,26,"reduced price meals","New Jersey",18,1,1,"November 1992",55.5555555555556,5.05
"419","wendys","no",25,0.18,13.5,13,"reduced price meals","New Jersey",33,1,1,"November 1992",75.7575757575758,5.05
"420","bk","no",0,0.18,12.5,26,"free meals","New Jersey",20.5,1,1,"November 1992",0,5.05
"421","bk","yes",6,0.63,16,4,"reduced price meals","New Jersey",24.5,1,1,"November 1992",24.4897959183673,5.5
"422","kfc","no",2,0.25,10,52,"free meals","New Jersey",16,1,1,"November 1992",12.5,5.05
"423","wendys","no",5,0.18,12.5,28,"reduced price meals","New Jersey",23.5,1,1,"November 1992",21.2765957446809,5.05
"424","kfc","yes",3,0.25,11,26,"free meals","New Jersey",13,1,1,"November 1992",23.0769230769231,5.05
"425","roys","no",7,0.25,16,52,"reduced price meals","New Jersey",20,1,1,"November 1992",35,5.05
"426","wendys","no",11,0.25,12,19,"reduced price meals","New Jersey",28.5,1,1,"November 1992",38.5964912280702,5.5
"427","wendys","no",4,0.35,12.5,26,"reduced price meals","New Jersey",25.5,1,1,"November 1992",15.6862745098039,5.05
"428","bk","no",10,0.13,16,26,"reduced price meals","New Jersey",18,1,1,"November 1992",55.5555555555556,5.28
"429","bk","no",6,0.38,14,13,"reduced price meals","New Jersey",9,1,1,"November 1992",66.6666666666667,5.25
"430","bk","no",7.5,0.2,17,26,"reduced price meals","New Jersey",26.5,1,1,"November 1992",28.3018867924528,5.05
"431","bk","no",12,0.28,15,13,"reduced price meals","New Jersey",23.75,1,1,"November 1992",50.5263157894737,5.05
"432","kfc","no",12,0.25,11,26,"free meals","New Jersey",18,1,1,"November 1992",66.6666666666667,5.5
"433","roys","yes",1.5,0.15,15,26,"reduced price meals","New Jersey",21,1,1,"November 1992",7.14285714285714,5.05
"434","roys","yes",5,0.15,17,52,"reduced price meals","New Jersey",15.5,1,1,"November 1992",32.258064516129,5.05
"435","wendys","no",10,0.13,12.5,14,"reduced price meals","New Jersey",22.5,1,1,"November 1992",44.4444444444444,5.05
"436","bk","yes",20,0.15,16,52,"reduced price meals","New Jersey",27,1,1,"November 1992",74.0740740740741,5.05
"437","roys","no",5,0.2,15,13,"reduced price meals","New Jersey",16.75,1,1,"November 1992",29.8507462686567,5.05
"438","roys","yes",7,0.18,15,26,"reduced price meals","New Jersey",26,1,1,"November 1992",26.9230769230769,5.05
"439","wendys","yes",0,0.18,12.5,26,"reduced price meals","New Jersey",18,1,1,"November 1992",0,5.05
"440","bk","no",5,0.13,17,26,"both free and reduced price meals","New Jersey",20.5,1,1,"November 1992",24.390243902439,5.05
"441","roys","yes",15,0.15,17,26,"reduced price meals","New Jersey",25.5,1,1,"November 1992",58.8235294117647,5.05
"442","roys","yes",12,0.2,16,8,"reduced price meals","New Jersey",20,1,1,"November 1992",60,5.05
"443","bk","yes",0,0.25,15,26,"reduced price meals","New Jersey",23.25,1,1,"November 1992",0,5.05
"444","kfc","yes",0,0.1,12,8,"reduced price meals","New Jersey",10.5,1,1,"November 1992",0,5.05
"445","kfc","yes",2,0.2,12,26,"reduced price meals","New Jersey",12,1,1,"November 1992",16.6666666666667,5.25
"446","kfc","yes",3,0.2,11,26,"free meals","New Jersey",9.5,1,1,"November 1992",31.5789473684211,5.05
"447","kfc","yes",5,0.28,12,26,"both free and reduced price meals","New Jersey",15.5,1,1,"November 1992",32.258064516129,5.05
"448","kfc","yes",6,0.25,11.5,13,"free meals","New Jersey",14,1,1,"November 1992",42.8571428571429,5.05
"449","kfc","yes",2,0.5,10.5,4,"reduced price meals","New Jersey",6.5,1,1,"November 1992",30.7692307692308,5.05
"450","kfc","no",4,0.15,12,13,"free meals","New Jersey",11.5,1,1,"November 1992",34.7826086956522,5.05
"451","roys","no",22,0.25,24,52,"reduced price meals","New Jersey",46.5,1,1,"November 1992",47.3118279569892,5.05
"452","wendys","no",3,0.25,14.5,52,"free meals","New Jersey",16,1,1,"November 1992",18.75,5.67
"453","bk","no",0,0.18,12.5,26,"both free and reduced price meals","New Jersey",13,1,1,"November 1992",0,5.05
"454","roys","yes",0,0.18,15,4,"reduced price meals","New Jersey",14,1,1,"November 1992",0,5.05
"455","wendys","no",9,0.23,10.5,13,"free meals","New Jersey",15.5,1,1,"November 1992",58.0645161290323,5.05
"456","wendys","no",0,0.15,11.5,17,"free meals","New Jersey",18,1,1,"November 1992",0,5.05
"457","wendys","no",21,0.25,12.5,13,"free meals","New Jersey",27,1,1,"November 1992",77.7777777777778,5.25
"458","bk","yes",18,0.25,15.5,13,"reduced price meals","New Jersey",29.5,1,1,"November 1992",61.0169491525424,5.05
"459","bk","no",0,0.1,15,26,"free meals","New Jersey",16.5,1,1,"November 1992",0,5.5
"460","bk","yes",20,0.25,19,52,"reduced price meals","New Jersey",31.5,1,1,"November 1992",63.4920634920635,5.05
"461","bk","no",15,0.47,16.5,8,"reduced price meals","New Jersey",27.5,1,1,"November 1992",54.5454545454545,5.05
"462","wendys","yes",8,0.15,10.5,26,"reduced price meals","New Jersey",14.5,1,1,"November 1992",55.1724137931034,5.5
"463","bk","no",7.5,0.38,15,19,"free meals","New Jersey",15.5,1,1,"November 1992",48.3870967741936,5.25
"464","kfc","no",4,0.25,11,26,"free meals","New Jersey",10.5,1,1,"November 1992",38.0952380952381,5.05
"465","roys","no",5,0.28,13.5,26,"reduced price meals","New Jersey",24,1,1,"November 1992",20.8333333333333,5.05
"466","roys","no",10,0.18,17,4,"reduced price meals","New Jersey",29,1,1,"November 1992",34.4827586206897,5.15
"467","wendys","no",15,0.33,13,26,"reduced price meals","New Jersey",30.5,1,1,"November 1992",49.1803278688525,5.05
"468","bk","no",0,0.13,16,26,"reduced price meals","New Jersey",20,1,1,"November 1992",0,5.05
"469","bk","no",15,0.28,16,4,"reduced price meals","New Jersey",26.5,1,1,"November 1992",56.6037735849057,5.05
"470","bk","no",15,0.25,16,26,"both free and reduced price meals","New Jersey",26.5,1,1,"November 1992",56.6037735849057,5.05
"471","kfc","no",2,0.25,11,13,"free meals","New Jersey",10.5,1,1,"November 1992",19.047619047619,5
"472","roys","no",7,0.25,17,19,"reduced price meals","New Jersey",18.5,1,1,"November 1992",37.8378378378378,5.05
"473","roys","no",4,0.2,17,13,"reduced price meals","New Jersey",25.5,1,1,"November 1992",15.6862745098039,5.05
"474","bk","no",6,0.3,16,52,"reduced price meals","New Jersey",33,1,1,"November 1992",18.1818181818182,5.05
"475","roys","no",3,0.13,15,19,"reduced price meals","New Jersey",12.5,1,1,"November 1992",24,5.05
"476","kfc","no",0,0.25,11,26,"free meals","New Jersey",9.5,1,1,"November 1992",0,5.05
"477","roys","no",2,0.23,11.5,26,"reduced price meals","New Jersey",17.5,1,1,"November 1992",11.4285714285714,5.05
"478","roys","yes",11,0.5,11.5,26,"reduced price meals","New Jersey",17.5,1,1,"November 1992",62.8571428571429,5.05
"479","wendys","no",13,0.25,11.5,13,"reduced price meals","New Jersey",25,1,1,"November 1992",52,5.05
"480","bk","yes",15,0.1,18,26,"reduced price meals","New Jersey",24,1,1,"November 1992",62.5,5.05
"481","bk","no",13,0.25,16,26,"reduced price meals","New Jersey",22.5,1,1,"November 1992",57.7777777777778,5.05
"482","bk","no",26,0.25,17,26,"free meals","New Jersey",35,1,1,"November 1992",74.2857142857143,5.05
"483","bk","no",13,0.28,17,13,"both free and reduced price meals","New Jersey",24.5,1,1,"November 1992",53.0612244897959,5.05
"484","bk","no",0,0.2,18,13,"reduced price meals","New Jersey",16.5,1,1,"November 1992",0,5.05
"485","bk","no",10,0.23,16,4,"free meals","New Jersey",30,1,1,"November 1992",33.3333333333333,5.05
"486","bk","no",29,0.18,17,26,"both free and reduced price meals","New Jersey",39,1,1,"November 1992",74.3589743589744,5.05
"487","kfc","no",14,0.05,11,4,"reduced price meals","New Jersey",17,1,1,"November 1992",82.3529411764706,5.05
"488","kfc","no",4,0.25,11,6,"reduced price meals","New Jersey",12.5,1,1,"November 1992",32,5.05
"489","roys","yes",25,0.15,16.5,13,"reduced price meals","New Jersey",38.5,1,1,"November 1992",64.9350649350649,5.05
"490","roys","yes",8,0.13,16,41,"reduced price meals","New Jersey",20,1,1,"November 1992",40,5.05
"491","wendys","no",11,0.1,12.5,13,"reduced price meals","New Jersey",21,1,1,"November 1992",52.3809523809524,5.05
